CoC Number,CoC Name,CoC Category,Count Types,Homelessness.Type,Count,Year
LA-506,Slidell/Southeast Louisiana CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,43,2021
LA-506,Slidell/Southeast Louisiana CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,27,2021
LA-507,Alexandria/Central Louisiana CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,64,2021
LA-507,Alexandria/Central Louisiana CoC,Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,64,2021
LA-507,Alexandria/Central Louisiana CoC,Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
LA-507,Alexandria/Central Louisiana CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,45,2021
LA-507,Alexandria/Central Louisiana CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,19,2021
LA-509,Louisiana Balance of State CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless,330,2021
LA-509,Louisiana Balance of State CoC,Largely Suburban CoC,Sheltered-Only Count,Sheltered.Total.Homeless,330,2021
LA-509,Louisiana Balance of State CoC,Largely Suburban CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
LA-509,Louisiana Balance of State CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,181,2021
LA-509,Louisiana Balance of State CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,149,2021
MA-500,Boston CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless,4548,2021
MA-500,Boston CoC,Major City CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,4378,2021
MA-500,Boston CoC,Major City CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,170,2021
MA-500,Boston CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,1659,2021
MA-500,Boston CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,2889,2021
MA-502,Lynn CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless,943,2021
MA-502,Lynn CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Sheltered.Total.Homeless,927,2021
MA-502,Lynn CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Unsheltered.Homeless,16,2021
MA-502,Lynn CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.Individuals,57,2021
MA-502,Lynn CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.People.in.Families,870,2021
MA-503,Cape Cod Islands CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,343,2021
MA-503,Cape Cod Islands CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,315,2021
MA-503,Cape Cod Islands CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,28,2021
MA-503,Cape Cod Islands CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,205,2021
MA-503,Cape Cod Islands CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,138,2021
MA-504,Springfield/Hampden County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,2248,2021
MA-504,Springfield/Hampden County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,2218,2021
MA-504,Springfield/Hampden County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,30,2021
MA-504,Springfield/Hampden County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,455,2021
MA-504,Springfield/Hampden County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,1793,2021
MA-505,New Bedford CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,372,2021
MA-505,New Bedford CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,329,2021
MA-505,New Bedford CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,43,2021
MA-505,New Bedford CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,207,2021
MA-505,New Bedford CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,165,2021
MA-506,Worcester City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,1196,2021
MA-506,Worcester City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,949,2021
MA-506,Worcester City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,247,2021
MA-506,Worcester City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,599,2021
MA-506,Worcester City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,597,2021
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,425,2021
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,375,2021
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,50,2021
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,312,2021
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,113,2021
MA-509,Cambridge CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless,411,2021
MA-509,Cambridge CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,322,2021
MA-509,Cambridge CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,89,2021
MA-509,Cambridge CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,308,2021
MA-509,Cambridge CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,103,2021
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,943,2021
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,907,2021
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,36,2021
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,354,2021
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,589,2021
MA-515,Fall River CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,324,2021
MA-515,Fall River CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,236,2021
MA-515,Fall River CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,88,2021
MA-515,Fall River CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,123,2021
MA-515,Fall River CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,201,2021
MA-516,Massachusetts Balance of State CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless,3102,2021
MA-516,Massachusetts Balance of State CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Sheltered.Total.Homeless,2772,2021
MA-516,Massachusetts Balance of State CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Unsheltered.Homeless,330,2021
MA-516,Massachusetts Balance of State CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.Individuals,1035,2021
MA-516,Massachusetts Balance of State CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.People.in.Families,2067,2021
MA-519,"Attleboro, Taunton/Bristol County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless,224,2021
MA-519,"Attleboro, Taunton/Bristol County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Sheltered.Total.Homeless,216,2021
MA-519,"Attleboro, Taunton/Bristol County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Unsheltered.Homeless,8,2021
MA-519,"Attleboro, Taunton/Bristol County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.Individuals,58,2021
MA-519,"Attleboro, Taunton/Bristol County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.People.in.Families,166,2021
MD-501,Baltimore CoC,Major City CoC,Sheltered-Only Count,Overall.Homeless,1631,2021
MD-501,Baltimore CoC,Major City CoC,Sheltered-Only Count,Sheltered.Total.Homeless,1631,2021
MD-501,Baltimore CoC,Major City CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MD-501,Baltimore CoC,Major City CoC,Sheltered-Only Count,Overall.Homeless.Individuals,1275,2021
MD-501,Baltimore CoC,Major City CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,356,2021
MD-503,Annapolis/Anne Arundel County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,244,2021
MD-503,Annapolis/Anne Arundel County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,172,2021
MD-503,Annapolis/Anne Arundel County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,72,2021
MD-503,Annapolis/Anne Arundel County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,180,2021
MD-503,Annapolis/Anne Arundel County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,64,2021
MD-504,Howard County CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless,82,2021
MD-504,Howard County CoC,Largely Suburban CoC,Sheltered-Only Count,Sheltered.Total.Homeless,82,2021
MD-504,Howard County CoC,Largely Suburban CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MD-504,Howard County CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,60,2021
MD-504,Howard County CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,22,2021
MD-505,Baltimore County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,270,2021
MD-505,Baltimore County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,178,2021
MD-505,Baltimore County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,92,2021
MD-505,Baltimore County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,205,2021
MD-505,Baltimore County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,65,2021
MD-506,Carroll County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,85,2021
MD-506,Carroll County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,67,2021
MD-506,Carroll County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,18,2021
MD-506,Carroll County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,62,2021
MD-506,Carroll County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,23,2021
MD-511,Mid-Shore Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,122,2021
MD-511,Mid-Shore Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,113,2021
MD-511,Mid-Shore Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,9,2021
MD-511,Mid-Shore Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,53,2021
MD-511,Mid-Shore Regional CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,69,2021
MD-513,"Wicomico, Somerset, Worcester Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,214,2021
MD-513,"Wicomico, Somerset, Worcester Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,169,2021
MD-513,"Wicomico, Somerset, Worcester Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,45,2021
MD-513,"Wicomico, Somerset, Worcester Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,176,2021
MD-513,"Wicomico, Somerset, Worcester Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,38,2021
MD-514,Maryland Balance of State CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless,790,2021
MD-514,Maryland Balance of State CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Sheltered.Total.Homeless,660,2021
MD-514,Maryland Balance of State CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Unsheltered.Homeless,130,2021
MD-514,Maryland Balance of State CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.Individuals,480,2021
MD-514,Maryland Balance of State CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.People.in.Families,283,2021
MD-600,Prince George's County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,535,2021
MD-600,Prince George's County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,467,2021
MD-600,Prince George's County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,68,2021
MD-600,Prince George's County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,249,2021
MD-600,Prince George's County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,286,2021
MD-601,Montgomery County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless,577,2021
MD-601,Montgomery County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Sheltered.Total.Homeless,509,2021
MD-601,Montgomery County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Unsheltered.Homeless,68,2021
MD-601,Montgomery County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.Individuals,480,2021
MD-601,Montgomery County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.People.in.Families,97,2021
ME-500,Maine Statewide CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,2063,2021
ME-500,Maine Statewide CoC,Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,2063,2021
ME-500,Maine Statewide CoC,Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
ME-500,Maine Statewide CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,1278,2021
ME-500,Maine Statewide CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,785,2021
MI-500,Michigan Balance of State CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,1014,2021
MI-500,Michigan Balance of State CoC,Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,1014,2021
MI-500,Michigan Balance of State CoC,Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MI-500,Michigan Balance of State CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,466,2021
MI-500,Michigan Balance of State CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,548,2021
MI-501,Detroit CoC,Major City CoC,Sheltered-Only Count,Overall.Homeless,1293,2021
MI-501,Detroit CoC,Major City CoC,Sheltered-Only Count,Sheltered.Total.Homeless,1293,2021
MI-501,Detroit CoC,Major City CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MI-501,Detroit CoC,Major City CoC,Sheltered-Only Count,Overall.Homeless.Individuals,942,2021
MI-501,Detroit CoC,Major City CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,351,2021
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless,169,2021
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Sheltered.Total.Homeless,147,2021
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Unsheltered.Homeless,22,2021
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.Individuals,83,2021
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.People.in.Families,86,2021
MI-503,"St. Clair Shores, Warren/Macomb County CoC",Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless,330,2021
MI-503,"St. Clair Shores, Warren/Macomb County CoC",Largely Suburban CoC,Sheltered-Only Count,Sheltered.Total.Homeless,330,2021
MI-503,"St. Clair Shores, Warren/Macomb County CoC",Largely Suburban CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MI-503,"St. Clair Shores, Warren/Macomb County CoC",Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,203,2021
MI-503,"St. Clair Shores, Warren/Macomb County CoC",Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,127,2021
MI-504,"Pontiac, Royal Oak/Oakland County CoC",Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless,333,2021
MI-504,"Pontiac, Royal Oak/Oakland County CoC",Largely Suburban CoC,Sheltered-Only Count,Sheltered.Total.Homeless,333,2021
MI-504,"Pontiac, Royal Oak/Oakland County CoC",Largely Suburban CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MI-504,"Pontiac, Royal Oak/Oakland County CoC",Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,147,2021
MI-504,"Pontiac, Royal Oak/Oakland County CoC",Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,186,2021
MI-505,Flint/Genesee County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless,336,2021
MI-505,Flint/Genesee County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Sheltered.Total.Homeless,289,2021
MI-505,Flint/Genesee County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Unsheltered.Homeless,47,2021
MI-505,Flint/Genesee County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.Individuals,231,2021
MI-505,Flint/Genesee County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.People.in.Families,105,2021
MI-506,"Grand Rapids, Wyoming/Kent County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless,894,2021
MI-506,"Grand Rapids, Wyoming/Kent County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Sheltered.Total.Homeless,825,2021
MI-506,"Grand Rapids, Wyoming/Kent County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Unsheltered.Homeless,69,2021
MI-506,"Grand Rapids, Wyoming/Kent County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.Individuals,469,2021
MI-506,"Grand Rapids, Wyoming/Kent County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.People.in.Families,425,2021
MI-507,"Portage, Kalamazoo City & County CoC",Other Largely Urban CoC,Sheltered-Only Count,Overall.Homeless,342,2021
MI-507,"Portage, Kalamazoo City & County CoC",Other Largely Urban CoC,Sheltered-Only Count,Sheltered.Total.Homeless,342,2021
MI-507,"Portage, Kalamazoo City & County CoC",Other Largely Urban CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MI-507,"Portage, Kalamazoo City & County CoC",Other Largely Urban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,173,2021
MI-507,"Portage, Kalamazoo City & County CoC",Other Largely Urban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,169,2021
MI-508,"Lansing, East Lansing/Ingham County CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless,372,2021
MI-508,"Lansing, East Lansing/Ingham County CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,358,2021
MI-508,"Lansing, East Lansing/Ingham County CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,14,2021
MI-508,"Lansing, East Lansing/Ingham County CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,256,2021
MI-508,"Lansing, East Lansing/Ingham County CoC",Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,116,2021
MI-509,Washtenaw County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless,269,2021
MI-509,Washtenaw County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Sheltered.Total.Homeless,249,2021
MI-509,Washtenaw County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Unsheltered.Homeless,20,2021
MI-509,Washtenaw County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.Individuals,196,2021
MI-509,Washtenaw County CoC,Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.People.in.Families,73,2021
MI-510,Saginaw City & County CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless,331,2021
MI-510,Saginaw City & County CoC,Largely Suburban CoC,Sheltered-Only Count,Sheltered.Total.Homeless,331,2021
MI-510,Saginaw City & County CoC,Largely Suburban CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MI-510,Saginaw City & County CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,145,2021
MI-510,Saginaw City & County CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,186,2021
MI-511,Lenawee County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,97,2021
MI-511,Lenawee County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,97,2021
MI-511,Lenawee County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,0,2021
MI-511,Lenawee County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,52,2021
MI-511,Lenawee County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,45,2021
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,202,2021
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,202,2021
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,135,2021
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,67,2021
MI-514,Battle Creek/Calhoun County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless,149,2021
MI-514,Battle Creek/Calhoun County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,143,2021
MI-514,Battle Creek/Calhoun County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,6,2021
MI-514,Battle Creek/Calhoun County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,113,2021
MI-514,Battle Creek/Calhoun County CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,36,2021
MI-515,Monroe City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,103,2021
MI-515,Monroe City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,103,2021
MI-515,Monroe City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,0,2021
MI-515,Monroe City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,71,2021
MI-515,Monroe City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,32,2021
MI-516,"Norton Shores, Muskegon City & County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless,105,2021
MI-516,"Norton Shores, Muskegon City & County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Sheltered.Total.Homeless,76,2021
MI-516,"Norton Shores, Muskegon City & County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Unsheltered.Homeless,29,2021
MI-516,"Norton Shores, Muskegon City & County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.Individuals,50,2021
MI-516,"Norton Shores, Muskegon City & County CoC",Largely Suburban CoC,Sheltered and Partial Unsheltered Count,Overall.Homeless.People.in.Families,26,2021
MI-517,Jackson City & County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,119,2021
MI-517,Jackson City & County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,119,2021
MI-517,Jackson City & County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,0,2021
MI-517,Jackson City & County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,78,2021
MI-517,Jackson City & County CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,41,2021
MI-518,Livingston County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,77,2021
MI-518,Livingston County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,73,2021
MI-518,Livingston County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,4,2021
MI-518,Livingston County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,41,2021
MI-518,Livingston County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,36,2021
MI-519,Holland/Ottawa County CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless,139,2021
MI-519,Holland/Ottawa County CoC,Largely Suburban CoC,Sheltered-Only Count,Sheltered.Total.Homeless,139,2021
MI-519,Holland/Ottawa County CoC,Largely Suburban CoC,Sheltered-Only Count,Unsheltered.Homeless,0,2021
MI-519,Holland/Ottawa County CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,86,2021
